   1.5984648e-01   2.9874203e-01   6.0403944e-01
   4.2484431e-02   8.1986389e-02   1.6493843e-01
   1.0597860e+00   7.6552799e-01   1.8354597e-01
   7.9450408e-01   1.0403299e+00   1.5567579e-01
   7.3664593e-01   8.7655695e-01   3.4766043e-02
   1.0589080e+00   8.8682001e-01   1.1858463e-01
   6.9730612e-01   8.8804823e-01   2.7766563e-01
   8.2244846e-01   9.8543557e-01   2.9429688e-01
   9.8877140e-02   1.5454973e-01  -2.0298089e-01
   7.2602687e-02   1.3608233e-01   3.4894108e-01
   1.8571575e-01   4.2297279e-01   6.7595717e-01
   8.7494448e-02   4.9141922e-02   1.9960299e-02
   9.5196429e-02   5.1904250e-01   8.1019179e-01
  -5.6454351e-02   4.3827782e-01   7.9887937e-01
   1.3553542e-01   7.6704767e-02   6.5319939e-02
   7.8719066e-01   9.8468549e-01   2.7455257e-01
   7.6880462e-01   9.1689813e-01   3.2556973e-01
   1.8570345e-01   1.7466282e-02   4.1031526e-02
   9.5476452e-01   9.1968514e-01   1.3648766e-01
   1.1925582e-01   4.8430291e-01   7.7059190e-01
   2.7381200e-01   2.4096998e-01   6.2038460e-01
   6.8903402e-02   4.0658218e-01   8.8968233e-01
   8.7018247e-01   8.9708216e-01   6.8526845e-02
   7.2067537e-01   8.3407925e-01   1.9992551e-01
   7.3315719e-01   7.5652990e-01   1.2688164e-01
   1.2153741e-01  -1.4458788e-01   3.9644592e-02
   1.9824110e-01   3.1533731e-01   6.3516366e-01
   7.9578392e-02   3.6461455e-01   8.5607488e-01
  -3.4545236e-03   3.0993174e-01   7.4167210e-01
   8.0442654e-01   1.0333917e+00   1.7741120e-01
   1.4220975e-01   3.4266213e-01   7.9255716e-01
   8.5255845e-01   9.5153879e-01   3.4696515e-01
   3.0752210e-02   4.2689504e-01   8.2302786e-01
  -4.5601194e-02   2.7824544e-01   7.4927166e-01
  -5.5386704e-02  -1.4951741e-01   8.0154820e-02
   3.9746867e-01   1.1246720e-01   9.1649139e-02
   9.3617641e-01   9.6951575e-01   1.6768216e-01
   2.2158455e-01   4.6812414e-01   7.3070476e-01
   8.7953197e-01   8.7459364e-01   8.8941548e-02
   5.6424849e-02  -9.4450879e-03   1.9550813e-02
   9.3513684e-01   7.5715640e-01  -6.6190290e-02
   1.2810048e-01   7.4552367e-02  -1.7712663e-01
   6.0334374e-02   8.5635576e-02   3.1086315e-02
  -5.1210934e-02   2.9325651e-01   5.9807849e-01
   5.8873581e-01   1.0528483e+00   5.1325904e-02
   4.5397590e-01   8.8570588e-01   2.1239826e-01
   7.0342030e-01   8.0083427e-01   2.6752192e-01
   5.9036780e-01   1.0782275e+00   1.6403138e-01
   1.1596319e-01   9.6996885e-02   5.6411208e-02
   7.2936287e-01   9.4557163e-01   2.8889854e-01
   5.1419190e-01   9.1871380e-01   3.1467346e-01
   9.0585003e-01   8.6234620e-01   1.4251522e-01
   1.7534882e-01   1.1131188e-01   6.1166249e-02
   8.5454239e-01   9.7908447e-01   9.0704533e-02
   6.8829812e-01   1.0174080e+00   2.5684732e-01
   1.5032716e-01   3.6761223e-01   8.3109620e-01
   1.0927667e-01   4.5772725e-01   6.2407376e-01
   2.7301854e-02   3.2517025e-01   8.0159593e-01
   7.4948658e-01   6.8951701e-01  -8.8831568e-02
   6.2039697e-01   9.4339671e-01   1.1271989e-01
   5.9877692e-02   2.7820747e-01   7.5903062e-01
   4.5043539e-02   4.1213047e-02   2.1914704e-01
   7.0154997e-01   1.0544798e+00   3.2422902e-01
   1.3295465e-01  -1.3816394e-01   5.7635444e-02
   8.1060532e-02   5.1926204e-02  -7.4382489e-02
   3.2507275e-02   2.9567203e-01   8.0100108e-01
   1.0180333e-01   2.5360212e-01   8.3736785e-01
   7.6491105e-01   7.8865622e-01   2.0385944e-01
   1.0561804e-01   3.6811021e-01   5.5516825e-01
   1.7226149e-01   6.3440925e-03  -6.7872809e-02
   9.2016942e-01   8.7562965e-01  -5.9600485e-02
   6.9803878e-01   1.0591464e+00   1.7003586e-01
   5.0913968e-02   4.1254696e-01   6.8744319e-01
   3.6384984e-02   4.5167782e-01   6.9754247e-01
   1.9317460e-01   3.4288938e-01   6.9978370e-01
   9.4836669e-01   8.4478125e-01  -1.3834214e-01
   9.9658510e-01   8.1276184e-01  -1.4716971e-02
   9.3269507e-02  -5.0529024e-02  -1.1431353e-01
   2.8318652e-02   4.1302838e-01   6.1599166e-01
   8.4984647e-02   4.7535666e-01   8.1031005e-01
   9.9892450e-01   8.2583097e-01   6.0988129e-02
   3.0507194e-02   3.0188014e-01   7.1269888e-01
  -1.4452005e-02   2.5376025e-01   7.0409460e-01
   1.0364599e+00   9.9577672e-01  -5.6967447e-02
  -5.9815320e-02  -8.8513751e-02  -1.1876340e-01
   9.2618642e-01   1.0485436e+00   1.2349571e-01
   8.4357128e-01   9.0373753e-01   8.4318304e-02
   6.3344516e-01   8.7645631e-01   3.7706309e-01
   1.0160732e-01   1.0066708e-01   1.2811919e-02
   1.1310114e+00   6.0938280e-01   9.6725918e-02
   7.0668222e-02   3.4755376e-01   6.7143366e-01
   2.4628591e-01   3.5552654e-01   7.0776585e-01
   2.5101021e-01  -1.2933381e-01  -7.6445871e-02
   8.5848823e-01   7.6596006e-01   1.2042878e-01
   9.1881564e-01   8.6237528e-01   3.8986997e-02
   7.6135424e-02  -5.4716388e-02   9.1049038e-02
   6.3548801e-01   1.0097376e+00   1.3509416e-01
   9.0532915e-01   9.0874234e-01   5.5028766e-02
  -7.6498246e-04  -1.7484438e-02  -1.1349841e-02
   1.0328863e+00   1.0176244e+00   1.5039951e-01
   7.7846021e-01   1.0948832e+00   2.7574890e-01
   5.8772106e-02   3.9366699e-01   6.8767184e-01
   8.6946120e-01   8.1188834e-01  -7.8669315e-02
   8.9672368e-01   1.0437402e+00   1.0247870e-01
   2.1413280e-01  -2.2103378e-02  -1.4761682e-01
   7.9271845e-01   1.0057899e+00   2.6065868e-01
   9.5249768e-01   8.7820645e-01   2.6581347e-02
   6.7604183e-03   3.2663441e-01   6.8843128e-01
   7.9611564e-01   1.1542621e+00   4.2942689e-01
   2.4151075e-02   2.2552489e-01   4.7711858e-02
   2.3738122e-01  -1.2405727e-01  -3.6221844e-02
   2.0915739e-01   2.2699548e-01   8.4364325e-02
   2.4040863e-01   4.2852539e-01   6.8233272e-01
   7.0321293e-01   8.6462376e-01   1.6441451e-01
  -3.1193877e-02   3.9124481e-01   6.5704810e-01
  -1.4365592e-02   2.3320145e-01   7.5535654e-01
   2.2818711e-01   8.3428796e-02  -2.3946351e-02
   7.6762312e-01   8.8698632e-01   2.6806754e-01
   5.6777100e-01   1.0100938e+00   2.9314158e-01
   1.4994220e-01   1.7413086e-01   3.2990935e-02
  -4.1671090e-03   3.8327569e-02  -9.0915256e-02
   9.2579679e-01   8.8330701e-01   9.6236467e-02
   9.7440991e-01   7.1665890e-01   1.4991898e-01
   6.9192069e-02   4.8301620e-02   9.9665639e-02
   9.9945906e-02  -2.7461290e-02  -9.8528278e-02
   9.5039111e-01   8.8396588e-01  -5.3362373e-02
   1.0007614e+00   9.5748949e-01   2.2642275e-02
  -1.7580529e-02   2.2480055e-01   8.9666000e-01
   7.8354536e-02  -6.7832439e-02  -1.0716921e-01
   8.0975411e-02  -1.3459210e-02   9.6896661e-02
   2.2417601e-01  -5.0923602e-02  -1.4577731e-01
   8.0223631e-01   9.5334482e-01   3.4380308e-01
   9.0417744e-01   7.6419642e-01   1.5675764e-01
   6.4640383e-02  -4.6615064e-02  -6.7145559e-02
   9.8177964e-01   9.1164107e-01  -3.4759702e-02
   7.2170620e-01   9.6259742e-01   1.9754152e-01
   1.2829757e-01   1.9593039e-01   8.5090167e-02
   1.0250954e+00   9.0654710e-01   1.0697332e-01
   6.7116301e-01   1.1356044e+00   2.3258325e-01
   7.4800944e-01   1.1093171e+00   2.0470176e-01
   6.7676636e-01   9.2832573e-01   2.1004139e-01
   5.9549260e-01   1.1349487e+00   4.0864693e-01
   9.3275675e-01   9.3419955e-01   8.9973238e-02
   7.6918641e-02   5.1828801e-01   6.4968291e-01
   7.0255588e-01   8.7993182e-01   2.2618498e-01
   1.0532161e+00   9.4260616e-01   2.3506054e-01
   9.4347738e-02   1.6702675e-01   7.2007640e-01
   3.3625886e-01   3.9039374e-02   4.7736604e-02
   6.5895702e-01   7.9371766e-01   4.2941134e-01
   5.9077246e-01   9.5389016e-01   3.7964826e-01
   6.8806649e-01   9.4284824e-01   6.7766933e-02
   1.0602009e-02   3.8462917e-02   2.5737923e-02
   1.0405484e+00   8.5328074e-01   7.3127768e-02
   8.6919300e-01   8.5868030e-01   1.3213233e-01
   6.9997609e-01   9.0560882e-01   1.5149871e-01
   7.1472869e-01   8.4402540e-01   7.0278581e-02
   8.1307021e-02   3.4282038e-01   7.7106670e-01
   9.8873037e-01   9.3484394e-01  -1.1192207e-01
   6.6643050e-01   1.0170022e+00   2.5079156e-01
   1.1044959e-01  -6.8632702e-02  -2.5245487e-02
   7.6574956e-01   1.0231012e+00   2.4693676e-01
   1.0836940e-01   1.4860035e-01  -2.0138247e-01
